platform,trial,cover_name,payload_size_bytes,success,ber,failure_reason,timestamp
whatsapp_image,26,whatsapp_image/811501500_17971876950136343_5385686350223307039_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,27,whatsapp_image/811373870_17971876893136343_8189559168272056106_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,28,whatsapp_image/811236192_17971876857136343_3750366517038332847_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,29,whatsapp_image/811373961_17971876641136343_4313442639542815294_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,30,whatsapp_image/811267001_17971876587136343_9219845889656186332_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,31,whatsapp_image/811267012_17971876443136343_462910271305259259_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,32,whatsapp_image/811864883_17971876419136343_1686591295595168853_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,33,whatsapp_image/811616662_17971876392136343_290738271581215084_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,34,whatsapp_image/811437656_17971876350136343_5002703847015175211_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,35,whatsapp_image/811266999_17971876179136343_5933032144926883087_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,36,whatsapp_image/811266984_17971876122136343_2361932684754194891_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,37,whatsapp_image/811203228_17971876053136343_2224135332122719202_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,38,whatsapp_image/811266957_17971876017136343_6368180465918423643_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,39,whatsapp_image/811711054_17971875978136343_8502147139606074807_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,40,whatsapp_image/811616511_17971875648136343_5024665215446974597_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,41,whatsapp_image/811373918_17971875354136343_6687492423437490362_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,42,whatsapp_image/811616521_17971875294136343_5896452003808531812_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,43,whatsapp_image/811616660_17971874838136343_2120345678897765774_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,44,whatsapp_image/811137843_17971874781136343_8122804405801691741_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
whatsapp_image,45,whatsapp_image/811830386_17971874754136343_7108310294687396674_n.jpg,100,False,1.00000000,DCT block desynchronization: WhatsApp standard image compression and resolution downsampling,2026-09-15T08:50:00+00:00
